Date,carat,depth,table,price,x,y,z,cut,color,clarity
10-05-07,0.71,63.5,55,2803,5.66,5.64,3.59,Very Good,G,VS1
11-05-07,0.91,62.2,57,2803,6.21,6.15,3.85,Ideal,D,SI2
14-05-07,0.71,63.8,58,2804,5.62,5.66,3.6,Very Good,E,VS2
15-05-07,0.71,64,57,2804,5.66,5.68,3.63,Very Good,E,VS2
16-05-07,0.8,62.5,56,2804,5.88,5.96,3.7,Very Good,E,SI2
17-05-07,0.7,62.3,58,2804,5.69,5.73,3.56,Very Good,D,SI1
18-05-07,0.72,61.7,57,2804,5.74,5.77,3.55,Ideal,F,VS1
21-05-07,0.72,62.2,58,2804,5.75,5.7,3.56,Very Good,F,VS1
22-05-07,0.82,61.5,56,2804,6.01,6.08,3.72,Ideal,H,VS2
23-05-07,0.7,61,59,2804,5.68,5.7,3.47,Ideal,D,SI1
24-05-07,0.72,62.2,56,2804,5.74,5.77,3.58,Ideal,D,SI1
25-05-07,0.72,61.5,54,2804,5.77,5.8,3.56,Ideal,D,SI1
29-05-07,0.9,67.3,59,2804,5.93,5.84,3.96,Fair,I,SI1
30-05-07,0.74,61.7,58,2805,5.85,5.78,3.59,Premium,F,VS2
31-05-07,0.74,61.9,56,2805,5.8,5.77,3.58,Premium,F,VS2
01-06-07,0.73,61.8,58,2805,5.77,5.81,3.58,Ideal,E,SI2
04-06-07,0.57,58.7,66,2805,5.34,5.43,3.16,Fair,E,VVS1
05-06-07,0.73,62.5,57,2805,5.75,5.7,3.58,Premium,F,VS2
06-06-07,0.72,62.8,56,2805,5.74,5.7,3.59,Ideal,G,VS2
07-06-07,0.74,61.1,68,2805,5.82,5.75,3.53,Fair,F,VS2
08-06-07,0.82,64,57,2805,5.92,5.89,3.78,Good,G,VS2
11-06-07,0.81,62.5,60,2806,5.89,5.94,3.69,Very Good,G,SI1
12-06-07,0.75,60.6,58,2806,5.85,5.9,3.56,Very Good,H,VVS1
13-06-07,0.7,61.6,55,2806,5.72,5.74,3.53,Ideal,F,SI1
14-06-07,0.71,62.2,58,2807,5.66,5.72,3.54,Very Good,F,VS1
15-06-07,0.71,60,57,2807,5.84,5.9,3.52,Very Good,F,VS1
18-06-07,0.93,61.9,57,2807,6.21,6.19,3.84,Premium,J,SI2
19-06-07,0.8,62.8,57,2808,5.87,5.91,3.7,Very Good,H,VS2
20-06-07,0.7,62,57,2808,5.64,5.71,3.52,Very Good,F,VS1
21-06-07,1,66.4,59,2808,6.16,6.09,4.07,Fair,G,I1
22-06-07,0.75,63.4,56,2808,5.78,5.74,3.65,Very Good,G,VS2
25-06-07,0.58,60.9,56,2808,5.41,5.43,3.3,Ideal,E,VVS2
26-06-07,0.73,63.1,57,2808,5.74,5.7,3.61,Very Good,D,SI1
27-06-07,0.81,63.1,59,2809,5.85,5.79,3.67,Very Good,F,SI1
28-06-07,0.81,59.2,57,2809,6.15,6.05,3.61,Premium,D,SI2
29-06-07,0.71,60.7,54,2809,5.84,5.8,3.53,Premium,F,SI1
02-07-07,1.2,64.6,56,2809,6.73,6.66,4.33,Fair,F,I1
03-07-07,0.7,61.8,56,2810,5.63,5.7,3.5,Very Good,F,VS1
05-07-07,0.7,59.9,60,2810,5.77,5.84,3.48,Very Good,F,VS1
06-07-07,0.74,61.7,55,2810,5.81,5.85,3.6,Ideal,D,SI2
09-07-07,0.7,62.8,61,2810,5.57,5.61,3.51,Good,F,VS1
10-07-07,0.8,62.7,57,2810,5.84,5.93,3.69,Good,G,SI1
11-07-07,0.75,63.4,58,2811,5.72,5.76,3.64,Very Good,F,SI1
12-07-07,0.83,63.5,54,2811,5.98,5.95,3.79,Very Good,D,SI1
13-07-07,1,65.7,59,2811,6.14,6.07,4.01,Fair,J,VS2
16-07-07,0.99,68.1,56,2811,6.21,6.06,4.18,Fair,I,SI2
17-07-07,0.7,63,60,2812,5.57,5.64,3.53,Very Good,G,VS1
18-07-07,0.7,59.5,58,2812,5.75,5.85,3.45,Very Good,F,VS2
19-07-07,0.7,63.5,59,2812,5.49,5.53,3.5,Good,E,SI1
20-07-07,0.7,61.7,58,2812,5.63,5.69,3.49,Very Good,F,VS2
23-07-07,0.32,62.7,58,554,4.37,4.34,2.73,Premium,I,SI1
24-07-07,0.32,62.8,58,554,4.39,4.34,2.74,Premium,I,SI1
25-07-07,0.32,62.4,57,554,4.37,4.35,2.72,Ideal,I,SI1
26-07-07,0.32,61,59,554,4.39,4.36,2.67,Premium,I,SI1
27-07-07,0.32,63.1,56,554,4.39,4.36,2.76,Very Good,I,SI1
30-07-07,0.32,60.7,57,554,4.47,4.42,2.7,Ideal,I,SI1
31-07-07,0.3,60.9,59,554,4.31,4.29,2.62,Premium,H,SI1
01-08-07,0.3,60.1,55,554,4.41,4.38,2.64,Premium,H,SI1
02-08-07,0.3,62.9,58,554,4.28,4.24,2.68,Premium,H,SI1
03-08-07,0.3,63.3,56,554,4.29,4.27,2.71,Very Good,H,SI1
06-08-07,0.3,63.8,55,554,4.26,4.2,2.7,Good,H,SI1
07-08-07,0.3,62.9,57,554,4.27,4.22,2.67,Ideal,H,SI1
08-08-07,0.3,63.4,60,554,4.25,4.23,2.69,Very Good,H,SI1
09-08-07,0.32,63.9,55,554,4.36,4.34,2.78,Good,I,SI1
10-08-07,0.33,61.4,56,554,4.85,4.79,2.95,Ideal,H,SI2
13-08-07,0.29,61.9,55,555,4.28,4.33,2.66,Very Good,E,VS1
14-08-07,0.29,62.4,55,555,4.2,4.25,2.63,Very Good,E,VS1
15-08-07,0.31,61.8,58,555,4.32,4.35,2.68,Very Good,F,SI1
16-08-07,0.34,61.5,56,555,4.47,4.5,2.76,Ideal,H,VS2
17-08-07,0.34,60.4,57,555,4.54,4.57,2.75,Ideal,H,VS2
20-08-07,0.34,61.8,55,555,4.48,4.52,2.78,Ideal,I,VS1
21-08-07,0.34,62,56,555,4.5,4.53,2.8,Ideal,I,VS1
22-08-07,0.3,62.3,56,555,4.29,4.31,2.68,Ideal,G,VS1
23-08-07,0.29,61.6,56,555,4.26,4.31,2.64,Ideal,F,VS1
24-08-07,0.35,60.6,56,555,4.56,4.58,2.77,Ideal,G,SI1
27-08-07,0.43,58.4,62,555,4.94,5,2.9,Very Good,E,I1
28-08-07,0.32,61.4,58,556,4.37,4.42,2.7,Very Good,F,VS2
29-08-07,0.36,61.9,56,556,4.54,4.57,2.82,Ideal,I,VS2
30-08-07,0.3,62,56,556,4.28,4.3,2.66,Ideal,G,VS2
31-08-07,0.26,61.5,57,556,4.09,4.12,2.52,Ideal,E,VS1
04-09-07,0.7,62.3,58,2812,5.64,5.72,3.54,Very Good,F,VS2
05-09-07,0.7,60.9,61,2812,5.66,5.71,3.46,Very Good,F,VS2
06-09-07,0.71,62.4,57,2812,5.69,5.72,3.56,Ideal,D,SI1
07-09-07,0.99,55,61,2812,6.72,6.67,3.68,Fair,J,SI1
10-09-07,0.73,58.6,60,2812,5.92,5.89,3.46,Premium,E,VS2
11-09-07,0.51,62,57,2812,5.15,5.11,3.18,Ideal,F,VVS1
12-09-07,0.91,59.8,58,2813,6.3,6.29,3.77,Premium,G,SI2
13-09-07,0.84,63.4,55,2813,6,5.95,3.79,Very Good,E,SI1
14-09-07,0.91,64.3,58,2813,6.09,6.05,3.9,Good,I,VS2
17-09-07,0.76,62.2,59,2814,5.86,5.81,3.63,Premium,E,SI1
18-09-07,0.76,61.7,57,2814,5.88,5.85,3.62,Ideal,E,SI1
19-09-07,0.75,61.1,59,2814,5.86,5.83,3.57,Premium,E,SI1
20-09-07,0.55,61.5,56,2815,5.23,5.27,3.23,Very Good,D,VVS1
21-09-07,0.76,58.5,62,2815,5.93,6.01,3.49,Very Good,F,SI2
24-09-07,0.74,61.7,58,2815,5.79,5.81,3.58,Premium,G,VS1
25-09-07,0.7,60.4,56,2815,5.75,5.81,3.49,Ideal,H,SI1
26-09-07,0.7,61.4,56,2815,5.7,5.76,3.52,Ideal,H,SI1
27-09-07,0.7,61.5,55,2815,5.73,5.79,3.54,Ideal,H,SI1
28-09-07,0.7,61.4,56,2815,5.72,5.77,3.53,Ideal,H,SI1
01-10-07,0.9,65,56,2815,6.08,6.04,3.94,Fair,J,VS2
02-10-07,0.95,56,60,2815,6.62,6.53,3.68,Fair,F,SI2
03-10-07,0.89,60.2,59,2815,6.26,6.23,3.76,Premium,H,SI2
04-10-07,0.72,58.3,58,2815,5.99,5.92,3.47,Premium,E,VS2
05-10-07,0.96,53.1,63,2815,6.73,6.65,3.55,Fair,E,SI2
08-10-07,1.02,60.3,58,2815,6.55,6.5,3.94,Premium,G,I1
09-10-07,0.78,61.4,56,2816,5.91,5.95,3.64,Very Good,I,VVS2
10-10-07,0.61,60.1,57,2816,5.52,5.54,3.32,Ideal,G,VVS2
11-10-07,0.71,63.4,55,2816,5.61,5.69,3.58,Good,D,VS1
12-10-07,0.78,61.5,59,2816,5.96,5.88,3.64,Premium,F,SI1
15-10-07,0.87,62.7,56,2816,6.16,6.13,3.85,Ideal,H,SI2
16-10-07,0.83,62.5,55,2816,6.04,6,3.76,Ideal,H,SI1
17-10-07,0.71,61.3,56,2817,5.78,5.73,3.53,Premium,E,SI1
18-10-07,0.71,60.2,56,2817,5.84,5.89,3.53,Ideal,I,VVS2
19-10-07,0.71,62.7,57,2817,5.66,5.64,3.54,Ideal,E,VS2
22-10-07,0.71,62.3,58,2817,5.69,5.65,3.53,Premium,E,VS2
23-10-07,0.63,61.5,56,2817,5.48,5.52,3.38,Ideal,F,VVS2
24-10-07,0.71,59.2,59,2817,5.86,5.83,3.46,Premium,E,SI1
25-10-07,0.71,61.8,59,2817,5.75,5.7,3.54,Premium,E,SI1
26-10-07,0.71,61.3,55,2817,5.77,5.72,3.52,Ideal,E,SI1
29-10-07,0.71,61.4,58,2817,5.77,5.73,3.53,Premium,E,SI1
30-10-07,0.9,62.8,55,2817,6.2,6.16,3.88,Ideal,J,VS2
31-10-07,0.71,62.8,64,2817,5.6,5.54,3.5,Good,E,SI1
01-11-07,0.7,62.4,61,2818,5.66,5.63,3.52,Premium,E,VS2
02-11-07,0.7,59.3,60,2818,5.78,5.73,3.41,Premium,E,VS2
05-11-07,0.7,63,60,2818,5.64,5.6,3.54,Premium,E,VS2
06-11-07,1,61.3,60,2818,6.43,6.39,3.93,Premium,H,I1
07-11-07,0.86,59.3,62,2818,6.36,6.22,3.73,Premium,F,SI2
08-11-07,0.8,61,57,2818,6.07,6,3.68,Ideal,H,SI1
09-11-07,0.7,62.9,57,2818,5.66,5.61,3.54,Ideal,E,VS1
12-11-07,0.7,59.6,57,2818,5.91,5.83,3.5,Premium,E,VS1
13-11-07,0.7,61.8,60,2818,5.69,5.64,3.5,Premium,F,VS2
14-11-07,0.7,62.7,57,2818,5.68,5.64,3.55,Premium,E,VS1
15-11-07,1,65.3,62,2818,6.34,6.12,4.08,Fair,H,SI2
16-11-07,0.72,63.8,58,2819,5.64,5.68,3.61,Very Good,G,VS1
19-11-07,0.72,62.3,56,2819,5.73,5.77,3.58,Ideal,H,VS1
20-11-07,0.7,59.7,63,2819,5.76,5.79,3.45,Good,F,VS1
21-11-07,0.86,64.3,60,2819,5.97,5.95,3.83,Good,F,SI2
23-11-07,0.71,62.9,58,2820,5.66,5.69,3.57,Ideal,G,VS1
26-11-07,0.75,62,57,2821,5.8,5.78,3.59,Ideal,E,SI1
27-11-07,0.73,61.6,59,2821,5.77,5.73,3.54,Premium,E,VS2
28-11-07,0.53,61.9,55,2821,5.2,5.21,3.22,Ideal,E,VVS1
29-11-07,0.73,61.3,58,2821,5.83,5.76,3.55,Premium,E,SI1
30-11-07,0.73,63.6,57,2821,5.72,5.7,3.63,Good,E,SI1
03-12-07,0.73,59.6,61,2821,5.92,5.85,3.51,Premium,E,SI1
04-12-07,0.73,62.2,59,2821,5.77,5.68,3.56,Premium,E,SI1
05-12-07,0.73,61.7,55,2821,5.84,5.82,3.6,Premium,D,SI1
06-12-07,0.73,63.2,58,2821,5.76,5.7,3.62,Very Good,E,SI1
07-12-07,0.7,60.8,60,2822,5.74,5.71,3.48,Premium,E,VS1
10-12-07,0.72,60.3,59,2822,5.84,5.8,3.51,Premium,E,VS2
11-12-07,0.72,60.9,60,2822,5.8,5.76,3.52,Premium,E,VS2
12-12-07,0.72,62.4,59,2822,5.77,5.7,3.58,Premium,E,VS2
13-12-07,0.7,60.2,60,2822,5.73,5.7,3.44,Premium,E,VS2
14-12-07,0.6,62,55,2822,5.37,5.4,3.34,Ideal,F,VVS2
17-12-07,0.74,60.8,57,2822,5.85,5.89,3.57,Ideal,I,VVS1
18-12-07,0.73,62.1,55,2822,5.75,5.78,3.58,Ideal,F,SI1
19-12-07,0.71,62.7,60,2822,5.71,5.67,3.57,Premium,D,SI1
20-12-07,0.71,61.3,58,2822,5.75,5.73,3.52,Premium,D,SI1
21-12-07,0.7,60.2,60,2822,5.82,5.75,3.48,Premium,D,SI1
24-12-07,0.7,60.7,56,2822,5.75,5.72,3.48,Ideal,D,SI1
26-12-07,0.9,64,61,2822,6.04,6.03,3.86,Good,J,VS2
27-12-07,0.71,60.2,56,2822,5.86,5.83,3.52,Ideal,D,SI1
28-12-07,0.7,61.5,59,2822,5.73,5.68,3.51,Premium,E,VS2
31-12-07,0.7,62.6,56,2822,5.71,5.66,3.56,Premium,E,VS2
02-01-08,0.7,59.7,58,2822,5.82,5.77,3.46,Ideal,D,SI1
03-01-08,0.7,61.4,64,2822,5.71,5.66,3.49,Good,E,SI1
04-01-08,0.7,62.5,57,2822,5.62,5.59,3.51,Ideal,D,SI1
07-01-08,0.7,61.8,56,2822,5.73,5.63,3.51,Ideal,D,SI1
08-01-08,0.7,60.7,62,2822,5.72,5.68,3.46,Premium,E,VS2
09-01-08,0.7,60.6,58,2822,5.8,5.72,3.49,Premium,F,VS2
10-01-08,0.7,61.4,54,2822,5.75,5.71,3.52,Ideal,D,SI1
11-01-08,0.79,62.8,59,2823,5.86,5.9,3.69,Very Good,D,SI2
14-01-08,0.9,63.8,57,2823,6.06,6.13,3.89,Good,I,SI1
15-01-08,0.71,62.3,58,2823,5.71,5.66,3.54,Premium,E,VS2
16-01-08,0.61,61.3,54,2823,5.51,5.59,3.4,Ideal,E,VVS2
17-01-08,0.9,65.8,54,2823,6.05,5.98,3.96,Fair,H,SI2
18-01-08,0.71,60.5,56,2823,5.77,5.73,3.47,Ideal,E,SI1
22-01-08,0.71,61.2,59,2824,5.74,5.69,3.5,Premium,D,VS2
23-01-08,0.77,62.1,57,2824,5.84,5.86,3.63,Ideal,I,VVS2
24-01-08,0.74,63.1,58,2824,5.73,5.75,3.62,Good,E,VS1
25-01-08,0.82,62.4,54,2824,6.02,5.97,3.74,Ideal,F,SI2
28-01-08,0.82,60.8,60,2824,6.05,6.03,3.67,Premium,E,SI2
29-01-08,0.71,62.2,59,2825,5.73,5.66,3.54,Premium,G,VS1
30-01-08,0.83,60,59,2825,6.08,6.05,3.64,Premium,H,SI1
31-01-08,0.73,62,57,2825,5.75,5.8,3.58,Very Good,G,VS1
01-02-08,0.83,62.5,59,2825,6.02,5.95,3.74,Premium,H,SI1
04-02-08,1.17,60.2,61,2825,6.9,6.83,4.13,Premium,J,I1
05-02-08,0.91,61.3,67,2825,6.24,6.19,3.81,Fair,H,SI2
06-02-08,0.73,62.6,60,2826,5.75,5.68,3.58,Premium,E,VS1
07-02-08,0.7,57.2,59,2826,5.94,5.88,3.38,Good,E,VS1
08-02-08,0.9,62.2,59,2826,6.11,6.07,3.79,Premium,I,SI2
11-02-08,0.7,62.2,58,2826,5.66,5.6,3.5,Premium,E,VS1
12-02-08,0.7,63.3,56,2826,5.6,5.58,3.54,Very Good,D,VS2
13-02-08,0.7,59.4,61,2826,5.78,5.74,3.42,Premium,E,VS1
14-02-08,0.9,63.5,56,2826,6.17,6.07,3.88,Very Good,I,SI2
15-02-08,0.78,60.8,60,2826,5.97,5.94,3.62,Premium,F,SI1
19-02-08,0.96,60.7,55,2826,6.41,6.37,3.88,Ideal,F,I1
20-02-08,0.7,62.3,59,2827,5.67,5.7,3.54,Very Good,D,SI1
21-02-08,0.72,64,54,2827,5.68,5.7,3.64,Good,D,VS2
22-02-08,0.79,62.6,58,2827,5.96,5.9,3.71,Premium,H,VVS2
25-02-08,0.7,61.6,57,2827,5.69,5.74,3.52,Ideal,H,VVS1
26-02-08,0.7,62.3,55,2827,5.66,5.7,3.54,Ideal,H,VVS1
27-02-08,0.7,60.6,57,2828,5.74,5.77,3.49,Ideal,D,SI2
28-02-08,1.01,61.6,61,2828,6.39,6.31,3.91,Premium,H,SI2
29-02-08,0.72,62.2,58,2829,5.75,5.7,3.56,Premium,F,VS1
03-03-08,0.8,63.7,54,2829,5.91,5.87,3.75,Good,E,SI2
04-03-08,0.59,62,56,2829,5.36,5.38,3.33,Ideal,E,VVS1
05-03-08,0.72,61.7,57,2829,5.77,5.74,3.55,Ideal,F,VS1
06-03-08,0.75,61.9,57,2829,5.88,5.82,3.62,Premium,E,SI2
07-03-08,0.8,60.2,57,2829,6.05,6.01,3.63,Premium,E,SI2
10-03-08,0.71,62.7,59,2830,5.65,5.7,3.56,Very Good,E,VS2
11-03-08,0.77,61.7,56,2830,5.84,5.89,3.62,Very Good,H,SI1
12-03-08,0.97,60.7,56,2830,6.41,6.43,3.9,Ideal,F,I1
13-03-08,0.53,60.9,57,2830,5.23,5.29,3.19,Ideal,F,VVS1
14-03-08,0.53,61.8,57,2830,5.16,5.19,3.2,Ideal,F,VVS1
17-03-08,0.8,62.1,54.4,2830,5.94,5.99,3.7,Ideal,I,VS2
18-03-08,0.9,60.6,62,2830,6.21,6.13,3.74,Premium,G,SI1
19-03-08,0.76,60.8,60,2831,5.89,5.98,3.61,Very Good,E,SI2
20-03-08,0.72,62.3,57,2831,5.7,5.76,3.57,Ideal,E,SI1
24-03-08,0.75,61.4,57,2831,5.82,5.87,3.59,Ideal,E,SI1
25-03-08,0.72,62.1,58,2831,5.73,5.76,3.57,Premium,E,SI1
26-03-08,0.79,61.8,56,2831,5.93,5.91,3.66,Ideal,G,SI1
27-03-08,0.72,62.5,58,2832,5.71,5.75,3.58,Very Good,F,VS2
28-03-08,0.91,62.8,61,2832,6.15,6.18,3.87,Very Good,I,SI2
31-03-08,0.71,62.1,57,2832,5.75,5.65,3.54,Premium,G,VVS2
01-04-08,0.81,63,60,2832,5.87,5.81,3.68,Premium,G,SI1
02-04-08,0.82,62.5,57,2832,5.91,5.97,3.71,Ideal,H,SI1
03-04-08,0.71,62.2,58,2832,5.72,5.66,3.54,Premium,F,VS1
04-04-08,0.9,64.3,63,2832,6.05,6.01,3.88,Good,J,SI1
07-04-08,0.8,62,58,2833,5.86,5.95,3.66,Very Good,I,VS2
08-04-08,0.56,61,59,2833,5.28,5.34,3.24,Very Good,E,IF
09-04-08,0.7,59.6,61,2833,5.77,5.8,3.45,Very Good,D,VS2
10-04-08,0.7,61,57,2833,5.74,5.76,3.51,Ideal,D,VS2
11-04-08,0.61,61.7,55,2833,5.45,5.48,3.37,Ideal,F,VVS2
14-04-08,0.85,62.5,57,2833,6.02,6.07,3.78,Ideal,H,SI2
15-04-08,0.7,60.7,57,2833,5.73,5.75,3.49,Ideal,F,SI1
16-04-08,0.8,62.2,56,2834,5.94,5.87,3.67,Ideal,G,VS2
17-04-08,0.8,62.8,57,2834,5.91,5.87,3.7,Ideal,H,VS2
18-04-08,0.51,59.9,58,2834,5.16,5.19,3.1,Very Good,D,VVS1
21-04-08,0.53,61.4,57,2834,5.2,5.23,3.2,Ideal,F,VVS1
22-04-08,0.78,61.8,55,2834,5.92,5.95,3.67,Ideal,I,VS2
23-04-08,0.9,63.4,54,2834,6.17,6.14,3.9,Very Good,J,SI1
24-04-08,0.9,65.3,59,2834,6.07,6,3.94,Fair,G,SI2
25-04-08,0.77,60.7,55,2834,6.01,5.95,3.63,Ideal,E,SI2
28-04-08,0.73,61.2,56,2835,5.89,5.81,3.58,Ideal,F,VS1
29-04-08,0.63,61.9,57,2835,5.47,5.51,3.4,Ideal,F,VVS2
30-04-08,0.7,61.5,54,2835,5.7,5.75,3.52,Ideal,E,VS2
01-05-08,0.72,62.8,57,2835,5.71,5.73,3.59,Ideal,E,VS2
02-05-08,0.72,61,57,2835,5.78,5.8,3.53,Ideal,E,SI1
05-05-08,0.75,59.6,59,2835,6.04,5.94,3.57,Premium,F,VS2
06-05-08,0.82,60.7,56,2836,6.04,6.06,3.67,Very Good,H,SI1
07-05-08,0.71,62.8,60,2836,5.6,5.65,3.53,Good,E,VS2
08-05-08,0.7,62.6,59,2837,5.69,5.66,3.55,Premium,E,VS1
09-05-08,0.7,61.8,56,2837,5.74,5.69,3.53,Ideal,E,VS1
12-05-08,0.71,59.8,53,2838,5.86,5.82,3.49,Ideal,F,SI1
13-05-08,0.76,60.9,55,2838,5.92,5.94,3.61,Very Good,H,SI1
14-05-08,0.82,64.9,58,2838,5.83,5.79,3.77,Fair,F,SI1
15-05-08,0.72,58.8,60,2838,5.91,5.89,3.47,Premium,F,VS1
16-05-08,0.7,62.3,58,2838,5.72,5.64,3.54,Premium,F,VS2
19-05-08,0.7,61.7,58,2838,5.69,5.63,3.49,Premium,F,VS2
20-05-08,0.7,62.6,55,2838,5.73,5.64,3.56,Premium,G,VS1
21-05-08,0.7,59.4,61,2838,5.83,5.79,3.45,Premium,F,VS2
22-05-08,0.7,63.5,59,2838,5.53,5.49,3.5,Very Good,E,SI1
23-05-08,0.7,60.9,61,2838,5.71,5.66,3.46,Premium,F,VS2
27-05-08,0.7,59.5,58,2838,5.85,5.75,3.45,Premium,F,VS2
28-05-08,0.7,63,60,2838,5.64,5.57,3.53,Premium,G,VS1
29-05-08,0.74,60,57,2839,5.85,5.89,3.52,Very Good,E,SI1
30-05-08,0.71,61.5,57,2839,5.74,5.71,3.52,Ideal,F,VS1
02-06-08,0.7,61.6,54,2839,5.75,5.72,3.53,Ideal,F,VS1
03-06-08,0.71,62.1,55,2839,5.82,5.68,3.57,Ideal,F,VS1
04-06-08,0.71,59.1,61,2839,5.84,5.81,3.44,Premium,F,VS1
05-06-08,0.71,59,60,2839,5.82,5.8,3.43,Premium,F,VS1
06-06-08,0.71,60.5,58,2839,5.75,5.72,3.47,Premium,F,VS1
09-06-08,0.7,62.4,53,2839,5.73,5.71,3.57,Ideal,F,VS1
10-06-08,0.73,61.8,54,2839,5.8,5.82,3.59,Ideal,G,VS2
11-06-08,0.7,62.1,54,2839,5.69,5.72,3.54,Ideal,E,VS2
12-06-08,0.7,61.3,57,2839,5.71,5.74,3.51,Ideal,G,VS1
13-06-08,0.71,60.3,58,2839,5.82,5.78,3.5,Premium,G,VVS2
16-06-08,0.71,59.2,58,2839,5.87,5.82,3.46,Premium,F,VS1
17-06-08,0.79,59.3,62,2839,6.09,6.01,3.59,Premium,G,VS2
18-06-08,0.71,62.7,59,2839,5.7,5.62,3.55,Premium,F,VS1
19-06-08,0.77,61,60,2840,5.9,5.87,3.59,Very Good,H,VS1
20-06-08,0.75,59.8,56,2840,5.85,5.92,3.52,Very Good,F,SI2
23-06-08,0.7,61,56,2840,5.75,5.8,3.52,Ideal,F,SI1
24-06-08,0.71,59.3,56,2840,5.88,5.82,3.47,Premium,F,VS2
25-06-08,0.92,61.9,56,2840,6.27,6.2,3.86,Ideal,D,SI2
26-06-08,0.83,61.4,59,2840,6.08,6.04,3.72,Premium,F,SI2
27-06-08,0.7,59.2,60,2840,5.87,5.78,3.45,Premium,H,VVS1
30-06-08,0.73,60.3,59,2841,5.9,5.87,3.55,Premium,F,VS2
01-07-08,0.71,63.4,55,2841,5.69,5.61,3.58,Very Good,D,VS1
02-07-08,0.73,63.9,57,2841,5.66,5.71,3.63,Very Good,D,SI1
03-07-08,0.82,61.7,53,2841,6,6.12,3.74,Ideal,F,SI2
07-07-08,0.82,62.3,56,2841,5.96,6.02,3.73,Ideal,F,SI2
08-07-08,0.82,59.7,57,2841,6.12,6.14,3.66,Very Good,F,SI2
09-07-08,0.52,61.2,56,2841,5.19,5.21,3.18,Ideal,F,VVS1
10-07-08,1,58.9,60,2841,6.6,6.55,3.87,Premium,F,I1
11-07-08,0.95,66.7,56,2841,6.16,6.03,4.06,Fair,G,SI1
14-07-08,0.73,61.4,57,2841,5.76,5.8,3.55,Ideal,D,SI1
15-07-08,0.73,59.9,59,2841,5.87,5.77,3.5,Premium,F,VS2
16-07-08,0.73,61.4,58,2841,5.82,5.77,3.56,Premium,G,VS1
17-07-08,0.8,62.6,54,2842,5.92,5.96,3.72,Ideal,I,VS1
18-07-08,0.7,58.7,61,2842,5.8,5.72,3.38,Premium,F,VS2
21-07-08,0.7,60.2,62,2843,5.71,5.75,3.45,Very Good,E,VS2
22-07-08,0.7,62.7,58,2843,5.65,5.67,3.55,Very Good,E,VS2
23-07-08,0.71,59.4,58,2843,5.76,5.82,3.44,Very Good,E,VS2
24-07-08,0.81,63.2,58,2843,5.91,5.92,3.74,Very Good,F,SI2
25-07-08,0.71,61.5,58,2843,5.73,5.79,3.54,Very Good,D,SI1
28-07-08,0.73,61.3,57,2843,5.81,5.84,3.57,Ideal,G,VVS2
29-07-08,0.73,61.8,59,2843,5.73,5.79,3.56,Very Good,F,VS1
30-07-08,0.72,62,57,2843,5.71,5.74,3.55,Ideal,E,VS2
31-07-08,0.81,62.1,57,2843,5.91,5.95,3.68,Ideal,F,SI2
01-08-08,0.71,60.7,57,2843,5.81,5.78,3.52,Ideal,G,VVS2
04-08-08,0.73,57.7,61,2844,5.92,5.96,3.43,Very Good,E,SI1
05-08-08,0.7,62,59,2844,5.65,5.68,3.51,Very Good,E,VS1
06-08-08,1.01,61.5,57,2844,6.45,6.46,3.97,Ideal,I,I1
07-08-08,1.01,63.1,57,2844,6.35,6.39,4.02,Good,I,I1
08-08-08,0.79,62.5,57,2844,5.91,5.93,3.7,Ideal,H,VS2
11-08-08,0.7,61.8,59,2845,5.65,5.68,3.5,Very Good,E,VS2
12-08-08,0.7,58.9,60,2845,5.83,5.85,3.44,Very Good,E,VS2
13-08-08,0.8,63.4,60,2845,5.92,5.82,3.72,Good,H,VS2
14-08-08,1.27,59.3,61,2845,7.12,7.05,4.2,Premium,H,SI2
15-08-08,0.79,61.5,56,2846,5.96,5.91,3.65,Ideal,D,SI1
18-08-08,0.72,60.2,59,2846,5.79,5.84,3.5,Very Good,F,VS1
19-08-08,0.73,61.6,56,2846,5.79,5.84,3.58,Ideal,H,VVS2
20-08-08,1.01,65.4,59,2846,6.3,6.26,4.11,Fair,H,SI2
21-08-08,1.01,64.2,61,2846,6.25,6.18,3.99,Good,H,I1
22-08-08,0.73,59.1,59,2846,5.92,5.95,3.51,Ideal,E,SI1
25-08-08,0.7,61.6,57,2846,5.71,5.76,3.53,Ideal,E,SI1
26-08-08,0.7,59.1,61,2846,5.76,5.84,3.43,Good,F,VS2
27-08-08,0.77,62.9,59,2846,5.84,5.79,3.66,Premium,E,SI1
28-08-08,0.77,61.3,60,2846,5.91,5.81,3.59,Premium,G,VS2
29-08-08,0.77,61.4,58,2846,5.94,5.89,3.63,Premium,G,VS1
02-09-08,0.84,61.2,57,2847,6.1,6.12,3.74,Very Good,H,SI1
03-09-08,0.72,60.3,57,2847,5.83,5.85,3.52,Ideal,E,SI1
04-09-08,0.76,61.1,59,2847,5.93,5.88,3.61,Premium,D,SI1
05-09-08,0.7,62.9,59,2848,5.61,5.68,3.55,Very Good,G,VVS2
08-09-08,0.54,61.5,55,2848,5.25,5.29,3.24,Ideal,D,VVS2
09-09-08,0.75,64.6,57,2848,5.74,5.72,3.7,Fair,D,SI2
10-09-08,0.79,64.1,54,2849,5.86,5.84,3.75,Good,E,SI1
11-09-08,0.74,63.1,58,2849,5.75,5.73,3.62,Very Good,E,VS1
